DepDelay,Origin,Dest,CRSDepTime,Distance,ArrDel15,ArrDelay,DepHour
161.0,SAV,BWI,1900,549.0,1.0,144.0,19
-7.0,IAH,DEN,931,862.0,0.0,-19.0,9
-8.0,SRQ,CLT,959,547.0,0.0,-6.0,9
42.0,SBP,PHX,600,509.0,1.0,33.0,6
10.0,ATL,HSV,1135,151.0,0.0,10.0,11
1.0,SEA,PHX,913,1107.0,0.0,14.0,9
31.0,ORD,CMI,1330,135.0,1.0,24.0,13
2.0,EWR,FLL,1550,1065.0,0.0,3.0,15
-6.0,BUR,SJC,805,296.0,0.0,-17.0,8
-5.0,CLT,ORF,1628,290.0,0.0,-2.0,16
-4.0,SMF,SEA,1650,605.0,0.0,-4.0,16
-9.0,JAX,DTW,1831,813.0,0.0,-12.0,18
5.0,CHS,JFK,1853,636.0,1.0,19.0,18
9.0,MSP,DFW,1914,852.0,0.0,-14.0,19
44.0,DFW,LGA,1639,1389.0,1.0,53.0,16
-9.0,LAS,SLC,1239,368.0,0.0,-9.0,12
-8.0,PHL,DCA,1543,119.0,0.0,-7.0,15
-3.0,DTW,MDW,1115,228.0,0.0,-17.0,11
-7.0,IAH,CVG,1940,871.0,0.0,-23.0,19
14.0,MSY,DTW,1118,926.0,0.0,3.0,11
-6.0,PHX,SLC,1326,507.0,0.0,-13.0,13
22.0,ATL,EWR,1835,746.0,0.0,2.0,18
-7.0,LAX,SEA,810,954.0,0.0,-14.0,8
9.0,DTW,SLC,2020,1481.0,0.0,-4.0,20
-3.0,RDU,BNA,630,442.0,0.0,-13.0,6
-12.0,MCO,PHL,1025,861.0,0.0,-13.0,10
-5.0,CLE,DTW,1816,95.0,0.0,-8.0,18
-5.0,ELP,HOU,820,677.0,0.0,-21.0,8
-8.0,FWA,ORD,1307,157.0,0.0,-14.0,13
11.0,DEN,BOS,1139,1754.0,1.0,17.0,11
-8.0,ORD,PHL,1144,678.0,0.0,-22.0,11
-3.0,DTW,SYR,1005,374.0,0.0,-15.0,10
26.0,LAS,BNA,2010,1587.0,1.0,19.0,20
2.0,OGG,HNL,1245,100.0,0.0,-16.0,12
16.0,ORD,CVG,1719,264.0,1.0,52.0,17
-4.0,DFW,SAN,1138,1171.0,0.0,-4.0,11
-1.0,CVG,MDW,1230,249.0,0.0,-13.0,12
-6.0,AUS,SEA,900,1770.0,0.0,6.0,9
-8.0,DCA,DFW,1900,1192.0,1.0,15.0,19
-2.0,MSP,DTW,1624,528.0,0.0,-3.0,16
-11.0,SAN,IAH,1535,1303.0,0.0,-15.0,15
-10.0,PVD,DCA,1214,356.0,0.0,-21.0,12
372.0,MCO,EWR,2148,937.0,1.0,354.0,21
34.0,DFW,TUL,1640,237.0,1.0,27.0,16
-10.0,CLE,EWR,1920,404.0,0.0,10.0,19
-2.0,MDW,MSY,900,825.0,0.0,-12.0,9
2.0,MHT,MCO,1325,1142.0,0.0,-7.0,13
-8.0,MCI,DCA,1840,949.0,0.0,-27.0,18
-5.0,RSW,PIT,1020,966.0,0.0,-15.0,10
153.0,SYR,JFK,1525,209.0,1.0,158.0,15
143.0,FLL,TPA,2231,197.0,1.0,140.0,22
-8.0,JAX,DFW,1237,918.0,0.0,-8.0,12
-5.0,IND,JFK,700,665.0,0.0,-18.0,7
-5.0,SAN,SMF,1700,480.0,0.0,-6.0,17
-10.0,SJC,LAX,1120,308.0,0.0,-19.0,11
51.0,GSO,LGA,1113,461.0,1.0,79.0,11
124.0,ATL,DFW,1420,731.0,1.0,124.0,14
50.0,SFB,FWA,1819,870.0,1.0,49.0,18
-3.0,MSP,DEN,918,680.0,0.0,-23.0,9
10.0,HOU,DEN,730,883.0,0.0,-10.0,7
-1.0,JFK,LAX,1932,2475.0,0.0,3.0,19
14.0,CLT,CVG,2010,335.0,0.0,5.0,20
24.0,LAS,SAN,1650,258.0,1.0,27.0,16
28.0,DEN,ABQ,2235,349.0,0.0,13.0,22
5.0,BHM,DCA,605,653.0,1.0,16.0,6
0.0,STL,SLC,1430,1156.0,0.0,-10.0,14
13.0,JAN,HOU,2000,359.0,0.0,10.0,20
-3.0,DEN,LGB,1120,854.0,0.0,-19.0,11
-8.0,ATL,IAH,1859,689.0,0.0,-17.0,18
-7.0,ORD,OMA,850,416.0,0.0,-19.0,8
-2.0,MDW,MYR,1910,738.0,0.0,-4.0,19
25.0,SFB,XNA,810,920.0,1.0,35.0,8
-5.0,SMF,BUR,605,358.0,0.0,-4.0,6
-4.0,STL,ICT,1020,392.0,0.0,-16.0,10
11.0,LIT,STL,545,296.0,0.0,0.0,5
-11.0,EWR,MYR,2117,550.0,0.0,-17.0,21
-8.0,BPT,DFW,1429,270.0,0.0,-15.0,14
-4.0,PHL,DFW,625,1303.0,0.0,5.0,6
103.0,DAL,LIT,2120,296.0,1.0,99.0,21
-3.0,SFO,JFK,1326,2586.0,1.0,37.0,13
-7.0,LAS,LAX,2022,236.0,0.0,-11.0,20
-4.0,DTW,ROC,1000,296.0,0.0,-2.0,10
-6.0,SAT,DFW,600,247.0,0.0,-12.0,6
-5.0,BOI,LAS,805,519.0,0.0,-21.0,8
-4.0,EWR,MIA,510,1085.0,0.0,-24.0,5
488.0,SLC,SNA,1130,588.0,1.0,515.0,11
0.0,SAN,BOS,2205,2588.0,0.0,-19.0,22
-4.0,LGA,ORD,630,733.0,0.0,-13.0,6
-3.0,IAD,SFO,1241,2419.0,0.0,-18.0,12
162.0,SAN,STL,1215,1557.0,1.0,159.0,12
-2.0,DCA,SEA,800,2329.0,0.0,3.0,8
-11.0,LAR,DEN,1834,113.0,0.0,-14.0,18
-6.0,SBN,CLT,620,534.0,0.0,-2.0,6
-10.0,BGR,DCA,530,590.0,0.0,-26.0,5
-21.0,FAI,SEA,245,1533.0,0.0,-11.0,2
51.0,DEN,DSM,1714,589.0,1.0,53.0,17
3.0,DAL,ORD,1020,798.0,0.0,12.0,10
-3.0,CLT,BOS,1506,728.0,0.0,-5.0,15
-3.0,JAC,DEN,700,406.0,1.0,38.0,7
42.0,CLT,DCA,1447,331.0,1.0,28.0,14
-1.0,MCO,PVD,1010,1072.0,0.0,-21.0,10
10.0,DFW,GSO,1340,999.0,0.0,-3.0,13
12.0,OMA,SEA,1346,1368.0,0.0,-10.0,13
-1.0,DTW,SAV,1007,705.0,0.0,-6.0,10
10.0,FLL,LAX,2005,2343.0,0.0,-5.0,20
102.0,IAH,MIA,1218,964.0,1.0,69.0,12
-2.0,LAX,ICT,845,1203.0,0.0,2.0,8
-9.0,PBI,ATL,600,545.0,0.0,-13.0,6
18.0,DAL,SLC,830,999.0,0.0,12.0,8
3.0,SFO,DEN,1105,967.0,0.0,7.0,11
-2.0,IAH,ATL,919,689.0,0.0,-8.0,9
-9.0,KOA,SEA,1030,2688.0,0.0,-34.0,10
-6.0,BNA,CLT,738,328.0,1.0,16.0,7
-9.0,SBP,LAX,617,156.0,0.0,-8.0,6
8.0,LAS,OGG,925,2695.0,1.0,16.0,9
3.0,SJC,LAS,705,386.0,0.0,-8.0,7
392.0,SGF,ORD,803,438.0,1.0,394.0,8
-7.0,PSC,SEA,1321,172.0,0.0,-5.0,13
14.0,STL,LGA,1910,888.0,0.0,-11.0,19
-4.0,SEA,LAS,1040,867.0,0.0,-10.0,10
-3.0,DTW,ORD,602,235.0,0.0,-31.0,6
-7.0,ORD,STT,728,2116.0,0.0,-7.0,7
-5.0,ALB,DTW,1221,489.0,0.0,-15.0,12
-10.0,JFK,RDU,1759,427.0,0.0,-8.0,17
9.0,DFW,CVG,1608,812.0,0.0,3.0,16
-7.0,JFK,BOS,1229,187.0,0.0,-29.0,12
-2.0,VPS,MSP,745,1058.0,0.0,-10.0,7
0.0,KOA,HNL,1155,163.0,0.0,-4.0,11
18.0,HOU,DCA,700,1218.0,0.0,10.0,7
-6.0,SEA,IAD,2255,2306.0,0.0,-5.0,22
48.0,LAX,ATL,2229,1947.0,1.0,46.0,22
-2.0,RDU,PHL,1607,337.0,0.0,-13.0,16
-1.0,ATL,SAT,821,874.0,0.0,-7.0,8
0.0,BNA,PHX,1320,1449.0,0.0,1.0,13
-1.0,DFW,FLL,515,1119.0,0.0,-12.0,5
-5.0,PHL,ATL,1528,666.0,0.0,-18.0,15
0.0,DTW,PIT,2250,201.0,0.0,3.0,22
20.0,DEN,PHX,1400,602.0,0.0,-8.0,14
-11.0,HOU,DFW,745,247.0,0.0,10.0,7
48.0,DFW,LGA,1721,1389.0,1.0,46.0,17
-3.0,SFO,MIA,755,2585.0,0.0,-14.0,7
-2.0,DEN,RDU,1130,1436.0,0.0,0.0,11
0.0,DFW,PDX,1959,1616.0,0.0,-15.0,19
-5.0,MDW,MSP,530,349.0,0.0,-22.0,5
0.0,RAP,DEN,1519,300.0,0.0,-18.0,15
138.0,ATL,PNS,1510,271.0,1.0,140.0,15
-3.0,LGB,DAL,930,1232.0,0.0,-4.0,9
1.0,ORD,SYR,1840,607.0,0.0,-10.0,18
-10.0,BNA,EWR,1538,748.0,0.0,3.0,15
19.0,CLT,LAS,1624,1916.0,1.0,45.0,16
43.0,BZN,DEN,805,524.0,1.0,35.0,8
9.0,STT,FLL,1720,1107.0,0.0,-8.0,17
-10.0,RDU,PHL,1813,337.0,0.0,-20.0,18
3.0,ORD,IAD,1310,588.0,0.0,14.0,13
42.0,LGA,DFW,1352,1389.0,1.0,27.0,13
55.0,MSN,PHX,1814,1396.0,1.0,33.0,18
-3.0,MSY,FLL,715,674.0,0.0,-13.0,7
4.0,LAS,SEA,1355,867.0,1.0,19.0,13
1.0,OAK,SNA,2025,371.0,0.0,-9.0,20
3.0,DFW,SAN,1053,1171.0,0.0,1.0,10
-4.0,ATL,AUS,1501,813.0,0.0,-15.0,15
-3.0,SEA,LAS,1517,867.0,1.0,16.0,15
1.0,MAF,HOU,1035,441.0,0.0,-13.0,10
-4.0,ORD,STL,1440,258.0,0.0,-9.0,14
-6.0,SNA,EWR,700,2434.0,0.0,-37.0,7
17.0,SBA,PHX,1640,455.0,1.0,24.0,16
42.0,MIA,JAX,2231,335.0,1.0,36.0,22
46.0,BOS,DEN,752,1754.0,1.0,33.0,7
-5.0,MIA,STL,2150,1068.0,0.0,-25.0,21
0.0,FAY,ATL,1605,331.0,0.0,-4.0,16
2.0,ORD,CLT,900,599.0,0.0,0.0,9
10.0,JFK,SAN,830,2446.0,0.0,-18.0,8
-4.0,MSY,EWR,1052,1167.0,0.0,6.0,10
24.0,BNA,MKE,2130,475.0,0.0,14.0,21
-15.0,SNA,SEA,1710,978.0,0.0,-19.0,17
-8.0,OKC,LGA,803,1341.0,0.0,-22.0,8
1.0,GRR,DEN,1055,1015.0,0.0,-13.0,10
-5.0,EWR,IAH,600,1400.0,0.0,-16.0,6
32.0,JAN,CLT,1610,562.0,1.0,20.0,16
-11.0,CHO,LGA,1740,305.0,0.0,-28.0,17
45.0,STL,MIA,1205,1068.0,1.0,40.0,12
27.0,PIT,BOS,2050,496.0,0.0,13.0,20
68.0,BNA,JFK,2024,765.0,1.0,62.0,20
7.0,MIA,LAX,1901,2342.0,0.0,4.0,19
4.0,OGG,HNL,810,100.0,0.0,-4.0,8
2.0,ORD,ABE,1805,655.0,0.0,10.0,18
-7.0,JFK,LAX,1700,2475.0,0.0,-27.0,17
-1.0,MDW,MSP,1740,349.0,0.0,-12.0,17
-4.0,DEN,MIA,1759,1709.0,0.0,-14.0,17
-2.0,ALB,BWI,600,289.0,0.0,-19.0,6
16.0,DTW,BOS,1753,632.0,0.0,4.0,17
-10.0,SMF,ORD,657,1781.0,0.0,-2.0,6
0.0,DTW,APN,1000,198.0,0.0,3.0,10
-4.0,SDF,DFW,1437,733.0,0.0,-15.0,14
-2.0,SBN,DFW,1848,846.0,0.0,-16.0,18
18.0,DFW,ACT,1655,89.0,1.0,17.0,16
-8.0,EWR,MDT,1304,141.0,0.0,-19.0,13
-4.0,LAS,CLT,2359,1916.0,0.0,-1.0,23
-10.0,LAS,ORD,1250,1514.0,0.0,5.0,12
104.0,PHX,SBA,1430,455.0,1.0,104.0,14
-11.0,LEX,DTW,610,296.0,0.0,-17.0,6
-6.0,FNT,FLL,1218,1182.0,0.0,-10.0,12
-10.0,MEM,LGA,723,963.0,0.0,-17.0,7
12.0,LAS,OAK,1735,407.0,0.0,9.0,17
3.0,DCA,TPA,826,814.0,0.0,-16.0,8
-7.0,ATW,MSP,605,236.0,0.0,-39.0,6
18.0,BZN,BOS,1535,1991.0,0.0,7.0,15
-3.0,MSP,SDF,1305,604.0,0.0,-11.0,13
1.0,JFK,MSY,755,1182.0,0.0,-27.0,7
-2.0,ATL,PNS,1445,271.0,0.0,-13.0,14
-8.0,DCA,BOS,1600,399.0,0.0,-1.0,16
-1.0,DFW,DEN,720,641.0,0.0,-5.0,7
7.0,BOI,MSP,540,1142.0,0.0,-9.0,5
5.0,MSP,LAS,1555,1299.0,0.0,-2.0,15
136.0,EWR,IAD,1513,212.0,1.0,176.0,15
-1.0,LAX,LAS,650,236.0,0.0,-13.0,6
2.0,DCA,SFO,1830,2442.0,0.0,3.0,18
7.0,RDM,DEN,515,898.0,1.0,17.0,5
16.0,ATL,GNV,810,300.0,0.0,9.0,8
8.0,ATL,LAX,640,1947.0,0.0,-11.0,6
-2.0,DEN,TPA,745,1506.0,0.0,-22.0,7
-2.0,PHX,DFW,1009,868.0,0.0,-17.0,10
-1.0,LAX,ABQ,1010,677.0,0.0,-11.0,10
-12.0,SBN,ORD,615,84.0,0.0,-22.0,6
-3.0,SJC,SAN,1355,417.0,0.0,-11.0,13
92.0,RDU,MIA,1753,700.0,1.0,97.0,17
82.0,DEN,PHX,1855,602.0,1.0,102.0,18
6.0,MDW,ABQ,820,1121.0,0.0,14.0,8
-3.0,PHX,CLT,2330,1773.0,0.0,-13.0,23
1.0,CLT,OMA,1127,913.0,0.0,-15.0,11
1.0,PHX,LGB,625,355.0,0.0,-4.0,6
6.0,BDL,BWI,1845,283.0,0.0,-4.0,18
130.0,PVD,CLT,1713,683.0,1.0,114.0,17
-5.0,ORD,CMI,1517,135.0,0.0,-14.0,15
3.0,DEN,PHX,1925,602.0,0.0,-5.0,19
14.0,MSP,DTW,1558,528.0,0.0,10.0,15
72.0,SNA,EWR,1228,2434.0,1.0,64.0,12
179.0,SEA,MSP,110,1399.0,1.0,176.0,1
-8.0,SFO,LIH,1857,2447.0,0.0,-17.0,18
-6.0,CLT,PIT,2015,366.0,0.0,-20.0,20
1.0,MCO,BNA,920,616.0,0.0,-10.0,9
1.0,HTS,PIE,2124,721.0,0.0,0.0,21
-8.0,CLT,BNA,2101,328.0,0.0,-10.0,21
-3.0,HNL,SEA,700,2677.0,0.0,-20.0,7
-7.0,JAN,DFW,1115,408.0,0.0,-25.0,11
3.0,MDW,MCI,2120,405.0,0.0,-2.0,21
-5.0,DTW,PHX,1505,1671.0,0.0,-18.0,15
18.0,DEN,SLC,523,391.0,0.0,14.0,5
-2.0,LAX,MCI,645,1363.0,0.0,-6.0,6
14.0,STX,MIA,1740,1139.0,0.0,5.0,17
13.0,DFW,LAX,1245,1235.0,0.0,-13.0,12
-11.0,GNV,ATL,2000,300.0,0.0,-25.0,20
-4.0,IND,ATL,1330,432.0,0.0,-12.0,13
14.0,JFK,MIA,1629,1089.0,1.0,40.0,16
6.0,DEN,BHM,1010,1083.0,1.0,28.0,10
-5.0,IAH,PHX,1000,1009.0,0.0,-9.0,10
-4.0,LAS,DTW,1150,1749.0,0.0,-13.0,11
-4.0,LGA,CLE,950,419.0,0.0,-18.0,9
-7.0,CLT,GSO,1630,83.0,0.0,-13.0,16
0.0,BWI,CHS,825,472.0,0.0,13.0,8
3.0,CLT,ILM,1643,185.0,0.0,8.0,16
16.0,IAH,DFW,1624,224.0,0.0,13.0,16
16.0,IAD,ORD,2211,588.0,0.0,9.0,22
-8.0,ONT,DFW,1445,1188.0,0.0,-30.0,14
63.0,PHL,BOS,1355,280.0,1.0,57.0,13
-11.0,MGM,ATL,1835,147.0,0.0,-33.0,18
107.0,SBP,DFW,618,1360.0,1.0,104.0,6
9.0,LAS,AUS,1733,1090.0,1.0,19.0,17
-4.0,ATL,GSO,2050,306.0,0.0,-7.0,20
-4.0,VPS,DFW,700,641.0,0.0,-14.0,7
-1.0,MCO,BWI,2120,787.0,0.0,5.0,21
10.0,MCO,DCA,1234,759.0,0.0,-4.0,12
-5.0,LGA,MCO,600,950.0,0.0,-18.0,6
-6.0,TPA,AUS,700,928.0,0.0,-28.0,7
2.0,YAK,CDV,1148,213.0,0.0,-4.0,11
5.0,DFW,BDL,1915,1471.0,0.0,-18.0,19
2.0,CVG,MDW,2000,249.0,0.0,-12.0,20
0.0,BOS,SFO,1705,2704.0,0.0,-6.0,17
53.0,LAS,SNA,715,226.0,1.0,43.0,7
24.0,DCA,FLL,1255,899.0,1.0,29.0,12
73.0,IAD,SFO,1801,2419.0,1.0,47.0,18
20.0,ORD,DFW,1320,802.0,1.0,21.0,13
104.0,OAK,ONT,2055,362.0,1.0,87.0,20
-4.0,MFE,DFW,1726,469.0,0.0,4.0,17
4.0,IAH,FLL,1838,966.0,0.0,1.0,18
-2.0,LAX,SEA,650,954.0,0.0,-20.0,6
-5.0,SFO,SMF,2259,86.0,0.0,7.0,22
0.0,LGA,OMA,1825,1148.0,1.0,21.0,18
-2.0,MDW,SAV,833,758.0,0.0,6.0,8
-7.0,DSM,ATL,1157,743.0,0.0,-20.0,11
-7.0,HNL,OAK,1450,2409.0,0.0,-17.0,14
14.0,SEA,LAX,2120,954.0,0.0,2.0,21
64.0,FLL,LGA,958,1076.0,1.0,44.0,9
37.0,CMH,LGA,1614,479.0,1.0,72.0,16
75.0,DTW,OMA,1550,651.0,1.0,75.0,15
-3.0,IAD,CLT,815,322.0,0.0,-15.0,8
-11.0,LCH,DFW,605,295.0,0.0,-9.0,6
18.0,EWR,DEN,950,1605.0,0.0,-3.0,9
27.0,ATL,ORD,1139,606.0,1.0,17.0,11
37.0,JFK,RDU,1155,427.0,1.0,17.0,11
-5.0,OAK,OGG,910,2349.0,0.0,2.0,9
-4.0,DAL,LAX,615,1246.0,0.0,-23.0,6
72.0,BNA,RDU,1425,442.0,1.0,60.0,14
15.0,AZA,BIS,1654,1092.0,1.0,23.0,16
-1.0,DEN,GEG,1115,836.0,0.0,-14.0,11
0.0,LAX,HNL,1050,2556.0,0.0,-3.0,10
-4.0,PDX,LGB,1640,846.0,0.0,-26.0,16
-10.0,MSN,DFW,625,821.0,0.0,-2.0,6
-6.0,CVG,SEA,1753,1965.0,0.0,4.0,17
-2.0,OAK,SNA,1325,371.0,0.0,-1.0,13
6.0,OGG,HNL,1150,100.0,1.0,27.0,11
-10.0,LGA,DTW,1915,502.0,0.0,0.0,19
-5.0,DSM,DEN,1955,589.0,0.0,-23.0,19
-9.0,LAS,SFO,600,414.0,0.0,-26.0,6
-4.0,DTW,LGA,1010,502.0,0.0,-10.0,10
25.0,ABE,CLT,1203,481.0,0.0,10.0,12
10.0,DEN,IAD,915,1452.0,0.0,-5.0,9
10.0,AUS,ELP,1950,528.0,0.0,2.0,19
-9.0,XNA,DEN,847,616.0,0.0,-4.0,8
-6.0,ORD,JAX,1431,864.0,0.0,-18.0,14
-2.0,IAH,BNA,715,657.0,0.0,-15.0,7
78.0,LBB,DEN,1845,456.0,1.0,127.0,18
3.0,MHT,MCO,1355,1142.0,0.0,0.0,13
-5.0,LGA,MCO,740,950.0,0.0,-3.0,7
-2.0,DTW,LAS,855,1749.0,0.0,-25.0,8
9.0,BOS,MYR,515,738.0,1.0,16.0,5
162.0,SEA,AUS,1140,1770.0,1.0,146.0,11
3.0,AUS,DAL,1000,189.0,0.0,-17.0,10
-7.0,MCI,DFW,525,460.0,0.0,-12.0,5
-6.0,SLC,SMF,1545,532.0,0.0,3.0,15
-9.0,ABQ,SEA,1938,1180.0,0.0,-17.0,19
-3.0,SAT,DTW,1631,1214.0,0.0,-18.0,16
-5.0,DAL,AMA,1505,323.0,0.0,-18.0,15
-1.0,PHX,SFO,2055,651.0,0.0,-11.0,20
32.0,DFW,PHX,1032,868.0,1.0,27.0,10
-2.0,SEA,PSC,2255,172.0,0.0,-5.0,22
2.0,STL,FLL,1940,1057.0,0.0,-20.0,19
0.0,ORD,GSO,2015,589.0,0.0,-11.0,20
23.0,OAK,LAX,1025,337.0,1.0,75.0,10
-2.0,PDX,SBP,1455,722.0,0.0,9.0,14
-6.0,MYR,CLT,1832,157.0,0.0,-6.0,18
-10.0,ITO,HNL,1915,216.0,0.0,-15.0,19
-5.0,SFO,JFK,600,2586.0,0.0,-7.0,6
19.0,ATL,DCA,853,547.0,0.0,5.0,8
-6.0,GPT,ATL,1044,352.0,0.0,-10.0,10
9.0,ATL,DEN,711,1199.0,0.0,1.0,7
-13.0,BOS,HPN,1105,166.0,0.0,-16.0,11
-7.0,ROC,BWI,540,277.0,0.0,-17.0,5
-1.0,ORD,DEN,1045,888.0,0.0,-3.0,10
51.0,PDX,MSP,30,1426.0,1.0,36.0,0
1010.0,JFK,ORD,1600,740.0,1.0,1012.0,16
90.0,LGA,MDW,2125,725.0,1.0,72.0,21
-1.0,ATL,STL,2100,484.0,0.0,-7.0,21
157.0,ATL,MGM,1259,147.0,1.0,153.0,12
0.0,SJU,ATL,1616,1547.0,0.0,-12.0,16
-10.0,TUS,LAS,1600,365.0,0.0,-9.0,16
2.0,MCO,HOU,1305,849.0,0.0,-8.0,13
-21.0,ATL,LFT,2103,503.0,0.0,-17.0,21
1.0,MSP,BOS,1250,1124.0,0.0,-9.0,12
38.0,DEN,AUS,1915,775.0,1.0,31.0,19
-1.0,DFW,MIA,500,1121.0,0.0,0.0,5
-9.0,ORD,LGA,600,733.0,0.0,-31.0,6
-5.0,SPN,GUM,950,129.0,0.0,-9.0,9
5.0,MCO,SEA,700,2554.0,0.0,-17.0,7
1.0,ATL,DFW,1030,731.0,0.0,-5.0,10
1.0,SNA,DFW,840,1205.0,0.0,-27.0,8
-2.0,SMF,SEA,2155,605.0,0.0,-13.0,21
-14.0,MCO,ISP,630,971.0,0.0,-1.0,6
-7.0,CRP,HOU,1000,187.0,0.0,-13.0,10
-3.0,LGA,SDF,1729,659.0,0.0,0.0,17
1.0,DEN,MSY,955,1062.0,0.0,-6.0,9
-6.0,ORD,SLC,1710,1250.0,0.0,-10.0,17
7.0,DEN,LBL,1455,280.0,0.0,-4.0,14
14.0,LAX,PHX,915,370.0,0.0,2.0,9
-7.0,CHS,DCA,1117,444.0,0.0,-22.0,11
14.0,ORD,RNO,1953,1671.0,0.0,8.0,19
-3.0,STL,LGA,1955,888.0,0.0,-25.0,19
1.0,EWR,SJU,946,1608.0,0.0,-9.0,9
-2.0,MDW,MSP,540,349.0,0.0,-10.0,5
-2.0,FLL,CMH,1158,973.0,0.0,-3.0,11
-9.0,FSM,DFW,1020,227.0,0.0,-14.0,10
32.0,MCO,CLT,1045,468.0,1.0,25.0,10
18.0,MCO,DFW,1729,985.0,0.0,7.0,17
-5.0,MDW,CVG,745,249.0,0.0,3.0,7
-13.0,CLT,AUS,716,1032.0,0.0,-38.0,7
-2.0,EWR,MSP,1508,1008.0,0.0,-11.0,15
40.0,FLL,AUS,1905,1105.0,1.0,58.0,19
-3.0,PDX,SFO,600,550.0,0.0,-12.0,6
-1.0,CLT,XNA,1102,754.0,0.0,-9.0,11
6.0,DFW,ELP,2106,551.0,0.0,-2.0,21
-4.0,DFW,SLC,1340,989.0,0.0,-3.0,13
51.0,IAH,BOS,1814,1597.0,1.0,60.0,18
-7.0,CMH,SEA,1810,2016.0,0.0,-15.0,18
50.0,MCO,SLC,1329,1931.0,1.0,50.0,13
519.0,ORD,DCA,900,612.0,1.0,515.0,9
-3.0,SLC,EUG,2300,618.0,0.0,-3.0,23
8.0,FAR,ORD,1229,557.0,0.0,-4.0,12
-6.0,SEA,PHX,1135,1107.0,0.0,-23.0,11
19.0,DCA,MEM,2000,762.0,1.0,17.0,20
-13.0,ACY,MCO,1317,852.0,0.0,-8.0,13
-13.0,DCA,GSP,835,396.0,0.0,-6.0,8
28.0,OAK,BUR,1955,325.0,1.0,30.0,19
-1.0,DAL,MDW,1305,793.0,0.0,-17.0,13
6.0,STL,FLL,1450,1057.0,0.0,14.0,14
15.0,STL,DEN,1500,770.0,0.0,5.0,15
-2.0,DFW,GRK,2237,134.0,0.0,-4.0,22
0.0,DFW,LAS,1459,1055.0,0.0,-5.0,14
-3.0,HDN,ORD,1257,1009.0,0.0,-14.0,12
9.0,SJU,JAX,545,1288.0,0.0,-11.0,5
13.0,JFK,BOS,1300,187.0,0.0,2.0,13
47.0,GJT,PHX,1131,438.0,1.0,51.0,11
-10.0,LBB,DFW,2023,282.0,0.0,-2.0,20
4.0,TPA,PVD,1305,1136.0,0.0,4.0,13
-12.0,SLC,JAC,2015,205.0,0.0,-14.0,20
60.0,BOS,CLT,930,728.0,1.0,28.0,9
0.0,ATL,MYR,1531,317.0,0.0,-1.0,15
-10.0,DFW,FSM,2242,227.0,0.0,-16.0,22
141.0,EWR,SYR,2217,195.0,1.0,139.0,22
-8.0,HNL,OGG,800,100.0,0.0,4.0,8
28.0,ORD,LAX,1257,1744.0,1.0,23.0,12
4.0,HOU,JAX,1515,816.0,0.0,-8.0,15
-1.0,MIA,LGA,1216,1096.0,0.0,-19.0,12
31.0,MSP,ATL,1515,907.0,0.0,14.0,15
-5.0,SAN,SMF,1000,480.0,0.0,-8.0,10
8.0,CLT,STX,1100,1562.0,1.0,16.0,11
130.0,SLC,CLT,1135,1727.0,1.0,117.0,11
36.0,LGA,DAL,2000,1381.0,1.0,18.0,20
-5.0,PBI,LGA,1607,1035.0,0.0,-16.0,16
12.0,BOS,MCO,1155,1121.0,0.0,-8.0,11
19.0,HIB,MSP,700,174.0,1.0,19.0,7
-5.0,ATL,BZN,1020,1640.0,0.0,-7.0,10
0.0,STL,CMH,1940,409.0,0.0,-4.0,19
2.0,JNU,SEA,1858,909.0,0.0,13.0,18
26.0,LAS,EWR,2245,2227.0,1.0,17.0,22
0.0,BWI,MSP,815,936.0,0.0,-11.0,8
16.0,LAS,SAN,1215,258.0,0.0,9.0,12
19.0,PBI,EWR,954,1023.0,1.0,21.0,9
24.0,ATL,MCO,942,404.0,1.0,15.0,9
117.0,DEN,DAL,1925,651.0,1.0,111.0,19
-5.0,TUL,STL,1645,351.0,0.0,-19.0,16
7.0,CVG,LAS,2055,1678.0,0.0,-10.0,20
8.0,MDW,PHX,1710,1444.0,0.0,0.0,17
-3.0,ATL,MSP,1530,907.0,0.0,-22.0,15
-5.0,MSP,IMT,1346,257.0,0.0,8.0,13
-10.0,LAX,JFK,600,2475.0,0.0,-9.0,6
-4.0,ORD,LAS,715,1514.0,0.0,13.0,7
16.0,DEN,EUG,910,996.0,1.0,31.0,9
-2.0,CLT,JFK,1459,541.0,0.0,-9.0,14
37.0,DAL,MAF,1145,319.0,1.0,30.0,11
-9.0,AUS,LAX,2141,1242.0,0.0,-28.0,21
77.0,ATL,SNA,1755,1919.0,1.0,74.0,17
38.0,TPA,DCA,1850,814.0,1.0,20.0,18
-6.0,ORF,CLT,620,290.0,0.0,-1.0,6
-6.0,SFO,PIT,905,2254.0,0.0,-22.0,9
-4.0,SEA,LAX,600,954.0,0.0,-6.0,6
-11.0,DCA,BOS,1930,399.0,0.0,-23.0,19
-1.0,AUS,MCO,1715,994.0,0.0,-4.0,17
-5.0,LAX,LAS,1715,236.0,0.0,-15.0,17
58.0,LGA,LIT,1705,1085.0,1.0,46.0,17
-4.0,SHR,DEN,1023,359.0,0.0,-12.0,10
-7.0,AVL,PIE,1150,519.0,0.0,-6.0,11
25.0,DEN,HOU,1630,883.0,1.0,23.0,16
-4.0,ORD,BOS,810,867.0,0.0,-1.0,8
