DepDelay,Origin,Dest,CRSDepTime,Distance,ArrDel15,ArrDelay,DepHour
-2.0,PHX,PSP,1020,261.0,0.0,-6.0,10
-4.0,DEN,ORD,941,888.0,0.0,-13.0,9
109.0,IAH,PDX,2028,1825.0,1.0,90.0,20
-5.0,MSN,MSP,1428,228.0,0.0,-16.0,14
-4.0,CVG,ORD,704,264.0,0.0,-12.0,7
25.0,BWI,BDL,2215,283.0,1.0,23.0,22
0.0,PHX,LAS,1015,255.0,1.0,24.0,10
-4.0,IAD,ORD,1735,588.0,0.0,-15.0,17
3.0,DEN,SLC,1205,391.0,0.0,-6.0,12
-4.0,TPA,BNA,700,612.0,0.0,-9.0,7
-4.0,MDW,GRR,2145,137.0,0.0,-5.0,21
-3.0,PGD,LEX,1037,781.0,0.0,2.0,10
33.0,MCO,ATL,1635,404.0,1.0,16.0,16
23.0,PSP,IAH,1205,1269.0,1.0,29.0,12
-5.0,EWR,GSP,1653,594.0,0.0,-16.0,16
-6.0,RNO,SLC,1335,422.0,0.0,-5.0,13
0.0,PHL,MIA,1100,1013.0,0.0,-17.0,11
8.0,ORD,ATL,1530,606.0,0.0,-2.0,15
-8.0,PDX,SFO,1000,550.0,0.0,-12.0,10
-2.0,OAJ,ATL,1316,399.0,0.0,-11.0,13
33.0,DEN,OMA,2045,472.0,1.0,59.0,20
-13.0,FLL,CVG,1017,932.0,0.0,-21.0,10
-7.0,LAX,ORD,1036,1744.0,0.0,-1.0,10
-3.0,PVD,DCA,720,356.0,0.0,-5.0,7
-3.0,MDW,MCO,530,990.0,0.0,-18.0,5
48.0,CLE,CLT,1650,430.0,1.0,28.0,16
9.0,MSP,FSD,2315,196.0,0.0,7.0,23
10.0,SAN,SAT,1500,1129.0,0.0,-2.0,15
-8.0,PHL,TYS,829,554.0,0.0,-8.0,8
-9.0,DFW,BIL,1128,1081.0,0.0,-29.0,11
-5.0,GSP,ATL,1200,153.0,0.0,-16.0,12
-2.0,SFO,JFK,1200,2586.0,0.0,-13.0,12
-5.0,MDW,ALB,1400,717.0,0.0,-2.0,14
0.0,SAV,PHL,1101,629.0,0.0,7.0,11
5.0,DFW,HNL,1125,3784.0,0.0,-10.0,11
0.0,DFW,RSW,1517,1017.0,0.0,0.0,15
1.0,JAX,ORF,946,542.0,0.0,-5.0,9
24.0,SEA,DEN,1000,1024.0,1.0,15.0,10
2.0,TPA,SEA,1120,2520.0,0.0,-3.0,11
-10.0,CMH,DCA,1235,323.0,0.0,-19.0,12
12.0,OGG,HNL,720,100.0,0.0,10.0,7
-2.0,JAX,LGA,740,833.0,0.0,-14.0,7
-1.0,BNA,DEN,800,1014.0,0.0,-22.0,8
-2.0,BOS,LAX,1815,2611.0,0.0,-15.0,18
-4.0,DEN,SJC,810,948.0,0.0,-20.0,8
52.0,DEN,SAN,804,853.0,1.0,34.0,8
-2.0,IAD,LAX,2215,2288.0,0.0,-4.0,22
-2.0,DTW,RSW,1836,1084.0,0.0,12.0,18
-3.0,ORD,ICT,855,588.0,0.0,6.0,8
-10.0,LAX,PRC,1930,346.0,0.0,-21.0,19
-4.0,ORD,GSO,1830,589.0,0.0,-10.0,18
-8.0,ATL,EWR,1205,746.0,0.0,-23.0,12
-6.0,DEN,CVG,1155,1069.0,0.0,-15.0,11
29.0,ATL,LAX,1215,1947.0,1.0,18.0,12
4.0,LAX,LAS,700,236.0,0.0,-9.0,7
1.0,MCO,DCA,1040,759.0,0.0,-7.0,10
-8.0,ORD,AVL,1120,536.0,0.0,6.0,11
14.0,DCA,PIT,1009,204.0,0.0,5.0,10
2.0,CVG,CLT,1725,335.0,0.0,-11.0,17
-1.0,CLT,LAS,745,1916.0,0.0,-2.0,7
6.0,SLC,WYS,1115,273.0,0.0,-8.0,11
-2.0,DEN,FCA,1119,752.0,0.0,0.0,11
-8.0,SJU,JAX,545,1288.0,0.0,-34.0,5
-10.0,LAS,DEN,1117,628.0,0.0,-25.0,11
-8.0,SFO,SAN,650,447.0,0.0,-7.0,6
0.0,ORD,MLI,2005,139.0,1.0,28.0,20
-2.0,CRP,HOU,630,187.0,0.0,12.0,6
155.0,DEN,MCI,945,533.0,1.0,158.0,9
11.0,PDX,SJC,1135,569.0,0.0,1.0,11
43.0,IND,CLT,1913,427.0,1.0,39.0,19
-3.0,DFW,PHL,530,1303.0,0.0,-14.0,5
-1.0,LGA,STL,1050,888.0,0.0,-25.0,10
-9.0,RDU,DCA,619,227.0,0.0,-10.0,6
-10.0,LBB,DEN,1950,456.0,0.0,-9.0,19
-8.0,CLT,CHA,1615,241.0,0.0,-17.0,16
9.0,DEN,GEG,1115,836.0,0.0,-2.0,11
-8.0,RSW,ATL,610,515.0,0.0,-15.0,6
-2.0,SEA,ANC,1700,1448.0,0.0,-15.0,17
-6.0,LGA,CLT,830,544.0,0.0,-34.0,8
4.0,PDX,OGG,700,2562.0,0.0,-2.0,7
-6.0,JFK,RIC,1329,288.0,0.0,-16.0,13
32.0,DFW,TUL,1248,237.0,1.0,27.0,12
-4.0,DFW,CMI,1325,693.0,0.0,-15.0,13
55.0,SFO,DEN,1430,967.0,1.0,94.0,14
-14.0,AUS,SEA,600,1770.0,0.0,-27.0,6
-9.0,IDA,DEN,715,458.0,0.0,-14.0,7
-9.0,CLE,SFO,729,2161.0,0.0,-30.0,7
-5.0,SFO,TUS,1655,751.0,0.0,-12.0,16
-1.0,LIH,LAS,705,2818.0,0.0,-4.0,7
-6.0,HHH,LGA,1650,701.0,0.0,-14.0,16
-3.0,DHN,ATL,647,170.0,0.0,-9.0,6
-9.0,LGA,RSW,1050,1080.0,0.0,-17.0,10
-3.0,LGA,ATL,2120,762.0,0.0,-32.0,21
6.0,ALB,MCO,1540,1073.0,0.0,-3.0,15
7.0,LAX,PHL,655,2402.0,0.0,-21.0,6
-4.0,DFW,HRL,904,461.0,0.0,-12.0,9
-6.0,IAH,EWR,1621,1400.0,0.0,-1.0,16
7.0,ORD,PVD,1855,849.0,0.0,-2.0,18
35.0,MCI,DEN,910,533.0,1.0,87.0,9
6.0,MIA,BWI,1700,946.0,0.0,2.0,17
3.0,MDW,PVU,1124,1254.0,0.0,-6.0,11
-4.0,AUS,HOU,620,148.0,0.0,-12.0,6
-5.0,MCO,IAH,1407,854.0,0.0,-20.0,14
-6.0,DFW,DTW,905,986.0,0.0,-9.0,9
-5.0,BNA,CLT,1040,328.0,0.0,-17.0,10
-1.0,PHX,ATL,1343,1587.0,1.0,63.0,13
13.0,BOS,MCO,1259,1121.0,0.0,0.0,12
0.0,JFK,SEA,700,2422.0,0.0,-38.0,7
65.0,LAX,HOU,1915,1390.0,1.0,63.0,19
-4.0,IAH,PIT,1202,1117.0,0.0,-21.0,12
-5.0,SJC,LAX,1350,308.0,0.0,-21.0,13
-6.0,DRO,DFW,1043,674.0,0.0,-22.0,10
-3.0,LAS,PDX,1827,763.0,0.0,-17.0,18
58.0,CMH,IAD,1443,299.0,1.0,45.0,14
113.0,MHT,EWR,608,209.0,1.0,127.0,6
16.0,SJC,SEA,2210,696.0,0.0,-2.0,22
26.0,LAX,JFK,2350,2475.0,0.0,-2.0,23
-12.0,DEN,LGB,635,854.0,1.0,16.0,6
46.0,MKE,DEN,1125,896.0,1.0,36.0,11
-1.0,DEN,MSP,543,680.0,0.0,-5.0,5
30.0,PDX,DFW,1359,1616.0,1.0,25.0,13
-5.0,ATL,CRW,2108,363.0,0.0,-8.0,21
11.0,EWR,SFO,1530,2565.0,0.0,4.0,15
10.0,FSD,DEN,913,483.0,1.0,15.0,9
60.0,ORD,DEC,1642,156.0,1.0,62.0,16
4.0,MCO,BDL,815,1050.0,0.0,-4.0,8
-8.0,LGA,JAC,918,1887.0,0.0,-16.0,9
6.0,SEA,DEN,1450,1024.0,0.0,-6.0,14
-2.0,PHX,DFW,730,868.0,0.0,-7.0,7
13.0,STL,HOU,1000,687.0,0.0,7.0,10
0.0,SLC,RNO,1145,422.0,0.0,-8.0,11
-3.0,BWI,CMH,820,337.0,0.0,4.0,8
-6.0,PHX,LAX,700,370.0,0.0,-10.0,7
12.0,SFO,LAS,838,414.0,0.0,10.0,8
-3.0,DFW,EWR,735,1372.0,0.0,1.0,7
2.0,SEA,PDX,2145,129.0,0.0,4.0,21
14.0,ATL,MYR,920,317.0,0.0,2.0,9
6.0,MSP,DFW,1045,852.0,0.0,-7.0,10
16.0,EWR,SEA,830,2402.0,0.0,-21.0,8
0.0,MSP,BOS,700,1124.0,0.0,-16.0,7
-4.0,DFW,FLL,545,1119.0,0.0,-6.0,5
-17.0,AUS,SRQ,921,936.0,0.0,-9.0,9
-10.0,MSP,MKE,1520,297.0,0.0,-2.0,15
-4.0,RIC,ATL,1000,481.0,0.0,-4.0,10
-13.0,ORF,LGA,1458,296.0,0.0,-32.0,14
17.0,DEN,PHL,1345,1558.0,1.0,18.0,13
10.0,LGA,ORD,1335,733.0,0.0,-6.0,13
-5.0,PHL,MIA,1845,1013.0,0.0,-30.0,18
-5.0,ALB,CLT,1714,646.0,0.0,-9.0,17
-7.0,EWR,IND,1850,645.0,0.0,-34.0,18
-1.0,MCO,DCA,1534,759.0,0.0,-21.0,15
2.0,PVD,MDW,1340,842.0,1.0,20.0,13
-5.0,DTW,SFO,2118,2079.0,0.0,-34.0,21
-1.0,AMA,DAL,600,323.0,0.0,-10.0,6
5.0,HHH,CLT,1447,207.0,0.0,10.0,14
-11.0,JAN,CLT,730,562.0,0.0,-2.0,7
-1.0,RSW,STL,740,979.0,0.0,-5.0,7
76.0,ORD,EWR,710,719.0,1.0,67.0,7
35.0,DFW,FAT,2234,1313.0,1.0,28.0,22
-6.0,DFW,ATL,700,731.0,0.0,-23.0,7
35.0,AUS,DEN,2205,775.0,1.0,27.0,22
-12.0,STL,PHL,631,814.0,0.0,-20.0,6
-11.0,SFO,PDX,600,550.0,0.0,-31.0,6
-5.0,MCO,CMH,1645,802.0,0.0,-17.0,16
-5.0,SAV,LGA,600,722.0,0.0,-10.0,6
22.0,LAX,PSC,630,851.0,1.0,21.0,6
-10.0,DAY,CLT,645,370.0,0.0,-9.0,6
44.0,DCA,HPN,2018,234.0,1.0,33.0,20
-1.0,CMH,BWI,600,337.0,0.0,-16.0,6
-3.0,ATL,MCI,1324,692.0,0.0,-9.0,13
-10.0,LGA,RDU,1350,431.0,0.0,-15.0,13
-10.0,EWR,ATL,1228,746.0,0.0,-7.0,12
-7.0,IAD,IND,1235,476.0,0.0,-28.0,12
-5.0,ORD,DFW,700,802.0,1.0,41.0,7
-6.0,JFK,IAD,1455,228.0,0.0,-21.0,14
206.0,SFB,DSM,1648,1124.0,1.0,209.0,16
-3.0,DEN,SFO,2054,967.0,0.0,4.0,20
-2.0,MSP,BJI,2115,199.0,0.0,-10.0,21
9.0,DFW,GUC,1240,678.0,0.0,-3.0,12
-6.0,MCO,SJU,1505,1189.0,0.0,-10.0,15
-1.0,SAN,SFO,1145,447.0,0.0,-1.0,11
-10.0,IND,BOS,635,818.0,0.0,-47.0,6
3.0,ORD,LAS,2015,1514.0,0.0,-9.0,20
22.0,ATL,BOS,1909,946.0,1.0,27.0,19
-3.0,OKC,DFW,500,175.0,0.0,-6.0,5
1.0,MCI,TPA,605,1048.0,0.0,4.0,6
-3.0,LGA,ATL,1600,762.0,0.0,-28.0,16
-10.0,CLT,EWR,747,529.0,0.0,5.0,7
-9.0,ANC,FAI,1550,261.0,0.0,-9.0,15
13.0,JFK,ATL,1531,760.0,0.0,-9.0,15
-2.0,LAS,ABQ,2150,486.0,0.0,-3.0,21
35.0,FLL,JAX,1727,319.0,1.0,74.0,17
-9.0,DFW,MLI,1237,691.0,0.0,-11.0,12
-11.0,AUS,TPA,711,928.0,0.0,-24.0,7
-4.0,MSP,BIS,1949,386.0,0.0,-23.0,19
-2.0,ATL,SDF,821,321.0,0.0,-9.0,8
-8.0,DCA,BOS,930,399.0,0.0,-10.0,9
17.0,JFK,MCO,1030,944.0,0.0,1.0,10
-3.0,DTW,PHL,1000,453.0,0.0,-7.0,10
-9.0,BNA,SYR,1652,741.0,1.0,45.0,16
50.0,IAH,ATL,2012,689.0,1.0,63.0,20
8.0,BWI,TPA,1040,842.0,0.0,-5.0,10
-5.0,SJC,PDX,2045,569.0,0.0,-13.0,20
-7.0,LAX,XNA,955,1371.0,0.0,-9.0,9
-14.0,MCO,CLE,2213,895.0,0.0,-24.0,22
6.0,SLC,FAT,1530,501.0,0.0,4.0,15
-6.0,DEN,AMA,2130,359.0,0.0,-21.0,21
-5.0,IAH,RNO,1001,1530.0,0.0,-12.0,10
22.0,LGA,CHS,1540,641.0,1.0,30.0,15
24.0,OAK,PHX,940,646.0,1.0,21.0,9
-2.0,DFW,ONT,1343,1188.0,0.0,-10.0,13
57.0,DEN,LAS,1144,628.0,1.0,41.0,11
57.0,LGA,MCO,1959,950.0,1.0,29.0,19
31.0,ATL,MCI,2025,692.0,1.0,31.0,20
106.0,IAH,IAD,1645,1190.0,1.0,89.0,16
9.0,SFO,LAX,1938,337.0,1.0,44.0,19
-4.0,CLT,CHS,2130,168.0,0.0,-1.0,21
-8.0,SMF,PHX,600,647.0,0.0,-16.0,6
-7.0,BOS,CLT,600,728.0,0.0,-26.0,6
1.0,DEN,LAS,1135,628.0,0.0,-2.0,11
-1.0,CVG,MDW,2105,249.0,0.0,-4.0,21
-5.0,BZN,DEN,700,524.0,0.0,-19.0,7
-6.0,LAS,ORD,1348,1514.0,0.0,-7.0,13
-6.0,PHX,PSP,1824,261.0,1.0,16.0,18
-1.0,LAX,ANC,1935,2345.0,0.0,-27.0,19
9.0,MCI,MCO,1210,1072.0,0.0,-3.0,12
-10.0,MSP,SFO,1609,1589.0,0.0,-27.0,16
-4.0,DTW,SDF,1010,306.0,0.0,3.0,10
-6.0,TUS,DFW,1640,813.0,0.0,-9.0,16
22.0,SFO,PHX,1600,651.0,1.0,21.0,16
2.0,DFW,SFO,2236,1464.0,0.0,-17.0,22
-24.0,HPN,ORD,705,738.0,0.0,-11.0,7
7.0,PDX,SEA,1230,129.0,0.0,-7.0,12
-3.0,LAX,ORD,800,1744.0,0.0,-23.0,8
-5.0,MSY,MIA,1515,675.0,0.0,-30.0,15
5.0,SAN,HOU,1405,1313.0,0.0,-7.0,14
-6.0,PNS,ATL,958,271.0,0.0,-3.0,9
-3.0,LGA,MSP,1459,1020.0,0.0,5.0,14
159.0,AVL,CLT,1108,91.0,1.0,157.0,11
-6.0,PHL,DEN,852,1558.0,0.0,-12.0,8
23.0,LAX,HNL,840,2556.0,1.0,28.0,8
2.0,SNA,SEA,1715,978.0,0.0,-13.0,17
-3.0,PDX,LAX,700,834.0,0.0,-6.0,7
-6.0,FLL,SFO,645,2584.0,0.0,-6.0,6
16.0,DFW,PDX,1846,1616.0,1.0,25.0,18
27.0,BUF,MDW,1900,468.0,0.0,12.0,19
-6.0,ATL,DHN,2101,170.0,0.0,-17.0,21
0.0,JFK,FLL,630,1069.0,0.0,-14.0,6
-2.0,SEA,PDX,1955,129.0,0.0,-8.0,19
0.0,EWR,SFO,1515,2565.0,0.0,-20.0,15
-9.0,MYR,CLT,700,157.0,0.0,-3.0,7
-2.0,DAL,PHX,1530,879.0,0.0,-18.0,15
16.0,FLL,MCO,1925,177.0,0.0,5.0,19
31.0,OGG,LAX,1430,2486.0,1.0,46.0,14
-2.0,BTV,JFK,520,266.0,0.0,-21.0,5
5.0,DEN,BHM,2000,1083.0,0.0,-11.0,20
-2.0,ECP,BNA,1005,401.0,0.0,-6.0,10
316.0,SNA,DFW,840,1205.0,1.0,286.0,8
-1.0,DEN,PHL,856,1558.0,0.0,-11.0,8
-10.0,BOS,PHL,1735,280.0,0.0,13.0,17
-8.0,IAD,SAN,1015,2253.0,0.0,-13.0,10
-3.0,DTW,SLC,1215,1481.0,0.0,-6.0,12
-7.0,ISP,MYR,1646,586.0,0.0,-19.0,16
-8.0,IAH,ATL,1447,689.0,0.0,-14.0,14
-8.0,MSY,DCA,703,969.0,0.0,9.0,7
-1.0,DTW,BHM,1955,625.0,1.0,24.0,19
-9.0,MKE,SRQ,630,1113.0,0.0,-9.0,6
-10.0,ATL,JFK,715,760.0,0.0,-30.0,7
-5.0,EWR,SYR,1328,195.0,0.0,-16.0,13
10.0,STL,LAX,2155,1592.0,0.0,3.0,21
-8.0,DTW,SAT,838,1214.0,0.0,-18.0,8
-3.0,IAD,ATL,600,534.0,1.0,15.0,6
-2.0,MIA,EWR,715,1085.0,0.0,-16.0,7
-8.0,IND,MSP,930,503.0,0.0,-5.0,9
-4.0,ORD,ROA,1750,531.0,0.0,-25.0,17
-9.0,HDN,DEN,1515,141.0,0.0,-24.0,15
-6.0,ORD,CLT,920,599.0,0.0,-18.0,9
-5.0,ATL,EWR,1835,746.0,0.0,-26.0,18
-1.0,DAL,MSY,920,436.0,0.0,-8.0,9
73.0,MFR,SAN,1300,734.0,1.0,77.0,13
-3.0,DFW,IAD,1723,1172.0,0.0,-6.0,17
241.0,MSY,BOS,1500,1368.0,1.0,242.0,15
-8.0,LGA,GRR,2020,618.0,0.0,-36.0,20
-7.0,IND,MCO,1327,829.0,0.0,-22.0,13
-13.0,FLL,LAS,1400,2173.0,0.0,-6.0,14
-5.0,MSP,LGA,700,1020.0,0.0,-30.0,7
43.0,DEN,SEA,2230,1024.0,1.0,29.0,22
-4.0,LGA,JAX,715,833.0,0.0,-4.0,7
77.0,ANC,HNL,1825,2777.0,1.0,66.0,18
3.0,DEN,IAH,1332,862.0,0.0,5.0,13
-9.0,DTW,CMH,2135,155.0,0.0,-16.0,21
-5.0,LEX,DTW,735,296.0,0.0,-20.0,7
9.0,DFW,ABI,1850,158.0,0.0,11.0,18
89.0,LAS,MSP,1707,1299.0,1.0,87.0,17
24.0,JAX,DFW,1658,918.0,1.0,17.0,16
5.0,BWI,FLL,1230,925.0,0.0,14.0,12
25.0,SLC,DEN,1925,391.0,1.0,35.0,19
13.0,TUS,DFW,1322,813.0,0.0,9.0,13
5.0,BOI,DFW,1340,1272.0,0.0,-3.0,13
-6.0,DFW,BWI,1950,1217.0,0.0,-23.0,19
-10.0,BOS,DCA,1530,399.0,0.0,-23.0,15
5.0,LIH,HNL,1110,102.0,0.0,-6.0,11
5.0,DTW,EWR,1740,488.0,1.0,20.0,17
-1.0,AUS,EWR,600,1504.0,0.0,-1.0,6
-12.0,DTW,DCA,1111,405.0,0.0,-23.0,11
30.0,MCO,MIA,1452,192.0,1.0,35.0,14
68.0,SLC,RNO,1600,422.0,1.0,53.0,16
11.0,BOS,MDW,1710,861.0,0.0,-24.0,17
-6.0,DFW,CRP,1430,354.0,0.0,-12.0,14
-5.0,AUS,SEA,614,1770.0,0.0,-19.0,6
60.0,CLT,BOS,742,728.0,1.0,43.0,7
7.0,CLT,STL,2256,575.0,0.0,8.0,22
24.0,ATL,ABQ,2057,1269.0,1.0,27.0,20
-10.0,BTV,DCA,1231,437.0,0.0,-28.0,12
-9.0,EWR,PDX,1859,2434.0,0.0,-5.0,18
-3.0,DFW,SNA,1037,1205.0,0.0,-1.0,10
25.0,ATL,JFK,1555,760.0,0.0,7.0,15
11.0,CLT,DCA,2240,331.0,0.0,-9.0,22
188.0,IAH,LAX,1504,1379.0,1.0,266.0,15
17.0,OMA,IAH,605,781.0,1.0,48.0,6
39.0,HOU,HRL,835,277.0,1.0,28.0,8
36.0,SMF,SAN,800,480.0,1.0,27.0,8
-5.0,PVD,LGA,520,143.0,0.0,-28.0,5
-11.0,BNA,EWR,1923,748.0,0.0,-17.0,19
-5.0,CLT,BHM,1443,350.0,0.0,-12.0,14
3.0,SEA,SAT,1235,1774.0,0.0,4.0,12
-5.0,LAS,SLC,505,368.0,0.0,-5.0,5
71.0,MIA,JFK,1947,1089.0,1.0,67.0,19
-8.0,ABE,CLT,615,481.0,0.0,-11.0,6
-8.0,JFK,CLE,1130,425.0,0.0,-24.0,11
-7.0,MSP,LAS,2155,1299.0,0.0,6.0,21
-3.0,ATL,MKE,2315,669.0,0.0,-10.0,23
-5.0,DCA,ATL,615,547.0,0.0,14.0,6
-5.0,CMH,DTW,1415,155.0,0.0,-11.0,14
-8.0,PHX,DEN,1819,602.0,0.0,-21.0,18
13.0,DFW,SAT,1027,247.0,1.0,22.0,10
-7.0,PBI,CLT,600,590.0,0.0,-20.0,6
1.0,MIA,JAX,2105,335.0,0.0,-2.0,21
0.0,DFW,CRP,2236,354.0,0.0,8.0,22
-2.0,FSM,DFW,1025,227.0,0.0,-3.0,10
50.0,DEN,FAR,1020,627.0,1.0,46.0,10
13.0,DTW,ATL,930,594.0,0.0,-7.0,9
11.0,DEN,SFO,620,967.0,0.0,12.0,6
74.0,LCH,DFW,1227,295.0,1.0,101.0,12
34.0,EWR,JAX,1107,820.0,1.0,26.0,11
14.0,EWR,RDU,1000,416.0,0.0,1.0,10
147.0,MDW,DCA,1330,601.0,1.0,199.0,13
-15.0,BNA,EWR,1436,748.0,0.0,-35.0,14
1.0,AUS,ATL,635,813.0,0.0,-3.0,6
-4.0,BOS,MDW,2035,861.0,0.0,-26.0,20
-8.0,PHL,SDF,821,576.0,1.0,21.0,8
-2.0,ATL,DEN,1816,1199.0,0.0,-14.0,18
3.0,COS,PHX,1050,551.0,0.0,-9.0,10
19.0,BNA,PHL,1529,675.0,1.0,32.0,15
-8.0,CLT,CLE,929,430.0,0.0,-18.0,9
35.0,JFK,TPA,1950,1005.0,1.0,70.0,19
3.0,PHX,DEN,1330,602.0,0.0,-14.0,13
-5.0,ORD,CLE,1830,316.0,0.0,4.0,18
-7.0,BHM,DCA,958,653.0,0.0,-13.0,9
-4.0,SAV,DFW,705,925.0,0.0,-33.0,7
-7.0,MCO,DTW,605,957.0,0.0,-24.0,6
146.0,BDL,SJU,1039,1666.0,1.0,214.0,10
12.0,CLT,CMH,2246,347.0,0.0,0.0,22
-12.0,RDD,LAX,1627,501.0,0.0,-11.0,16
32.0,IAH,IAD,1635,1190.0,1.0,33.0,16
34.0,DEN,SAN,2204,853.0,1.0,25.0,22
15.0,PHL,ORD,1555,678.0,1.0,27.0,15
-8.0,ORH,JFK,1340,150.0,1.0,21.0,13
-3.0,PBI,DFW,1911,1102.0,0.0,-31.0,19
-8.0,IAD,PIT,846,182.0,0.0,-13.0,8
-2.0,PHX,DTW,1140,1671.0,0.0,3.0,11
12.0,MDW,OKC,950,691.0,0.0,0.0,9
-6.0,BHM,ORD,1021,584.0,0.0,-21.0,10
-5.0,DFW,IDA,1900,1095.0,0.0,-8.0,19
-4.0,EWR,IAH,1020,1400.0,0.0,-33.0,10
28.0,GUC,DEN,733,152.0,0.0,12.0,7
-6.0,EWR,LAX,850,2454.0,0.0,-10.0,8
-4.0,HOU,ATL,1032,696.0,0.0,-26.0,10
-1.0,ATL,PIT,801,526.0,0.0,-6.0,8
-4.0,DEN,PSP,1119,776.0,0.0,0.0,11
48.0,GEG,MSP,1412,1175.0,1.0,53.0,14
-2.0,MSP,EWR,759,1008.0,0.0,-21.0,7
4.0,LAX,SJC,1310,308.0,0.0,12.0,13
-5.0,SBN,SRQ,1945,1009.0,0.0,-1.0,19
18.0,SEA,PHX,1200,1107.0,0.0,4.0,12
55.0,ATL,BUF,2244,712.0,1.0,49.0,22
107.0,PHX,ABQ,2040,328.0,1.0,102.0,20
-3.0,MDW,TPA,2000,997.0,0.0,-9.0,20
46.0,BNA,ORD,1209,409.0,1.0,32.0,12
-10.0,MEM,EWR,625,946.0,0.0,-37.0,6
51.0,LAS,PHX,1510,255.0,1.0,60.0,15
72.0,DEN,DCA,1137,1476.0,1.0,51.0,11
9.0,BOI,SLC,600,290.0,0.0,8.0,6
60.0,IND,DCA,1721,500.0,1.0,76.0,17
-3.0,HOU,BNA,2125,670.0,0.0,-15.0,21
-10.0,ORF,JFK,1429,290.0,0.0,-18.0,14
57.0,MSP,CWA,1420,175.0,1.0,49.0,14
25.0,ALB,CLT,1716,646.0,0.0,13.0,17
27.0,SJC,SAN,700,417.0,1.0,16.0,7
0.0,SEA,BOI,1345,399.0,1.0,16.0,13
-1.0,TPA,DTW,1731,983.0,0.0,-4.0,17
3.0,DEN,TUL,1110,541.0,0.0,0.0,11
343.0,MCO,EWR,1747,937.0,1.0,308.0,17
13.0,ORD,AUS,1245,977.0,0.0,0.0,12
-8.0,SGU,PHX,1256,262.0,0.0,-6.0,12
-7.0,JFK,LAX,700,2475.0,0.0,-23.0,7
-3.0,DEN,IDA,1540,458.0,0.0,-16.0,15
41.0,SBN,ATL,1757,566.0,1.0,56.0,17
-7.0,SNA,LAS,1725,226.0,0.0,-15.0,17
-11.0,ORD,CWA,1936,213.0,0.0,-20.0,19
160.0,FLL,LGA,1234,1076.0,1.0,189.0,12
-5.0,ORD,XNA,820,522.0,0.0,-4.0,8
3.0,ORD,BNA,1326,409.0,0.0,-3.0,13
17.0,SAN,MSP,1334,1532.0,0.0,8.0,13
-11.0,SDF,LGA,635,659.0,0.0,-21.0,6
-7.0,ICT,ATL,1124,782.0,0.0,-15.0,11
1.0,DEN,STL,1740,770.0,0.0,-14.0,17
3.0,PHL,MSP,1143,980.0,0.0,-16.0,11
-4.0,BOS,LGA,2000,184.0,0.0,-26.0,20
1.0,SAT,ELP,1050,496.0,0.0,-2.0,10
0.0,LGA,ORF,730,296.0,0.0,-8.0,7
81.0,PHL,SFO,1555,2521.0,1.0,81.0,15
6.0,IAD,MSP,630,908.0,0.0,7.0,6
75.0,FLL,EWR,1139,1065.0,1.0,43.0,11
-7.0,BNA,LAS,1726,1587.0,0.0,-25.0,17
23.0,BNA,ORD,1644,409.0,1.0,63.0,16
-5.0,DFW,LAX,800,1235.0,0.0,-11.0,8
-5.0,TPA,TTN,710,955.0,0.0,6.0,7
-2.0,DCA,ATL,900,547.0,0.0,2.0,9
17.0,SMF,PHX,1750,647.0,0.0,12.0,17
-14.0,EWR,DEN,1653,1605.0,0.0,10.0,16
70.0,BWI,SJU,2010,1565.0,1.0,99.0,20
7.0,BNA,CLT,1000,328.0,0.0,-1.0,10
10.0,IAH,BWI,1951,1235.0,0.0,8.0,19
-2.0,HOU,DEN,815,883.0,0.0,-4.0,8
-2.0,DCA,BOS,1500,399.0,1.0,62.0,15
-10.0,LAX,IAD,1055,2288.0,0.0,-29.0,10
-18.0,SRQ,ABE,1222,1000.0,0.0,-29.0,12
12.0,DCA,BOS,1130,399.0,0.0,4.0,11
-6.0,CMH,LGA,920,479.0,0.0,7.0,9
-8.0,PHL,MCO,1258,861.0,0.0,-23.0,12
-1.0,LAS,SLC,1145,368.0,0.0,-11.0,11
-6.0,CLT,MCO,1702,468.0,0.0,1.0,17
-1.0,EWR,ATL,1020,746.0,0.0,-5.0,10
54.0,DFW,SAN,1240,1171.0,1.0,24.0,12
-7.0,GSP,CLT,1618,75.0,0.0,-13.0,16
-7.0,DAL,ATL,655,721.0,0.0,-8.0,6
56.0,SEA,BNA,2320,1978.0,1.0,52.0,23
-2.0,BOI,SMF,1135,437.0,0.0,-10.0,11
5.0,SEA,ATL,2346,2182.0,0.0,-11.0,23
-4.0,LGA,MCO,710,950.0,0.0,-25.0,7
-10.0,SGF,AZA,1237,1066.0,0.0,-14.0,12
5.0,SAN,SAT,1040,1129.0,0.0,4.0,10
-6.0,DEN,RSW,1735,1607.0,0.0,-6.0,17
5.0,SEA,CVG,1024,1965.0,0.0,-21.0,10
-3.0,GRR,ORD,1555,137.0,0.0,-13.0,15
0.0,MCO,PVD,1245,1072.0,0.0,-3.0,12
-8.0,SLC,BOI,2120,290.0,0.0,-19.0,21
-14.0,MYR,PIT,1249,475.0,0.0,-9.0,12
24.0,HSV,DEN,1545,1048.0,0.0,12.0,15
12.0,MCI,LGA,1605,1107.0,1.0,16.0,16
21.0,LGA,MEM,1855,963.0,1.0,36.0,18
